"","genotype_in","popsize","genotype","media","mat","sd.ls","medianLS","Delta_LL","AvgLS","gompLoglik","gompRate","gompShape","weibLogLik","weibScale","weibShape"
"5972",6014,100,"BY4742","YPD","MATalpha",12.7235405783329,25,9.25348658413077,27.52,-399.609005190325,0.0110027409845901,0.0549971221500802,-390.355518606194,31.1661122193806,2.32716823284336
"5973",6015,280,"BY4742","YPD","MATalpha",13.1471442311131,35,3.76030499634362,35.175,-1120.47017914502,0.00387817706995637,0.0725148757535382,-1116.70987414867,39.4161569143071,2.95053977426906
"5974",6016,200,"BY4741","YPD","MATa",10.7530514542566,29,8.2741075124469,30.255,-764.28835541929,0.00427837822949774,0.0870183142885864,-756.014247906843,33.8669144006754,3.11718218873689
"5975",6017,154,"BY4742","YPD","MATalpha",9.22596626061373,24,16.1044725561708,25.2532467532468,-574.509757860749,0.00774198655342856,0.0843659376890706,-558.405285304578,28.3066272538496,2.93311293503391
"5976",6018,400,"BY4741","YPD","MATa",11.2986347790197,26.5,25.2347111399099,27.1,-1553.18687757728,0.00846914206247759,0.0696897244148827,-1527.95216643737,30.5427343167369,2.58495021674127
"5977",6019,30,"BY4742","YPD","MATalpha",9.20301050194177,23.5,1.75798039889953,24.8333333333333,-109.80327709963,0.00574708146028861,0.100628994907577,-108.045296700731,27.880526197634,3.01264654534168
"5978",6020,69,"BY4742","YPD","MATalpha",10.0766457429452,26,0.508953356809684,24.5942028985507,-256.069951307188,0.00661339353725692,0.0938229082847137,-255.560997950378,27.7038633992415,2.71418643082855
"5979",6021,70,"BY4742","YPD","MATalpha",9.93382868691384,25,3.11012328277326,26.0142857142857,-262.268677825463,0.00643696759264871,0.0883704408017335,-259.15855454269,29.1732575668135,2.84933391590935
"5980",6022,109,"BY4742","YPD","MATalpha",9.15019834755096,25,4.0929844768728,25.5871559633028,-398.551669175796,0.0050284802192868,0.103028260313696,-394.458684698923,28.6391123727887,3.09348495910031
"5981",6023,50,"BY4742","YPD","MATalpha",7.06474431560676,23,5.09338797206192,24.26,-173.686142838126,0.00400342833076419,0.125592800273363,-168.592754866064,26.8737475418036,3.68535472948843
"5982",6024,90,"BY4742","YPD","MATalpha",9.73711896009011,26.5,8.59630418731979,28.4444444444444,-339.6988840083,0.00524386917757649,0.087056141975322,-331.10257982098,31.8084481065224,3.16326907204954
"5983",6025,270,"BY4742","YPD","MATalpha",10.3088669861336,28,12.614077152995,28.7444444444444,-1023.09009993272,0.00488211604775846,0.0881197763727846,-1010.47602277973,32.1744616572589,3.05631490188161
"5984",6026,90,"BY4742","YPD","MATalpha",9.16300573814637,29,6.89713877868928,29.5,-333.580440996331,0.00381388803808701,0.0970392130062678,-326.683302217642,32.737784067085,3.53378582521523
"5985",6027,90,"BY4742","YPD","MATalpha",8.77207577248978,26.5,3.74260948953935,26.5111111111111,-326.150834450198,0.00404180851356598,0.108903955563418,-322.408224960658,29.5330818851157,3.35232288833198
"5986",6028,90,"BY4742","YPD","MATalpha",9.8690299831842,27.5,8.31503541347951,28.4666666666667,-341.14683521905,0.00553243264065854,0.0845412386171348,-332.83179980557,31.8184745018712,3.09974399922602
"5987",6029,90,"BY4742","YPD","MATalpha",9.81130332366011,26,-1.19328640056005,26.3111111111111,-331.685902295966,0.00460175302080035,0.102463138716125,-332.879188696526,29.4385832854864,2.98396456178258
"5988",6030,320,"BY4742","YPD","MATalpha",9.95581933132546,31,13.2976148124251,30.0625,-1202.16307369715,0.00375345628859026,0.0940822469241156,-1188.86545888472,33.4745425753664,3.33357702816842
"5989",6031,279,"BY4742","YPD","MATalpha",14.8164056394706,32,13.9386533232239,34.3870967741936,-1155.47587458462,0.00686768707208868,0.0534920796773938,-1141.53722126139,38.7645828372111,2.48530505936974
"5990",6032,240,"BY4742","YPD","MATalpha",9.25084243591137,28,5.155060126938,26.9125,-881.103623888274,0.00458760498324407,0.100813049842537,-875.948563761336,29.9661012018461,3.2056042595578
"5991",6033,160,"BY4742","YPD","MATalpha",13.1051864523053,30,10.1877328370583,31.8,-645.810997437135,0.0070016314292382,0.0605438186312548,-635.623264600077,35.7874746646418,2.59367714999168
"5992",6034,144,"BY4742","YPD","MATalpha",11.5684825395247,27,11.4638668262282,28.4513888888889,-564.512570058946,0.00785366088521488,0.0677137217610731,-553.048703232717,32.04604276275,2.64510660570413
"5993",6035,110,"BY4742","YPD","MATalpha",10.8638591760401,29.5,3.36724439241488,29.6636363636364,-421.787661867227,0.00495952546698165,0.0833347565604364,-418.420417474812,33.1625020580127,2.97386436885475
"5994",6036,70,"BY4742","YPD","MATalpha",11.9193372472667,29,4.24955557267759,30.0428571428571,-274.854017942015,0.00609018985476101,0.0723829297941709,-270.604462369338,33.8342007278426,2.76181292389912
"5995",6037,80,"BY4742","YPD","MATalpha",9.24049289057459,27,7.20353600357356,27.325,-298.387489964181,0.00575498136320454,0.0888507171028,-291.183953960607,30.4557674157944,3.18511994539731
"5996",6038,309,"BY4742","YPD","MATalpha",8.73125999047725,25,14.7444413917074,24.8058252427184,-1123.35175810964,0.00586587308059539,0.100910292023471,-1108.60731671793,27.686636788404,3.08903180246394
"5997",6039,90,"BY4742","YPD","MATalpha",9.43552931653259,28,5.76010683938409,27.9333333333333,-334.962800749918,0.00481383462170698,0.0935961475991532,-329.202693910533,31.1396005445535,3.2398669995454
"5998",6040,170,"BY4742","YPD","MATalpha",8.96620098932627,25,13.3434324015265,25.7882352941176,-627.06776229848,0.0060532116304629,0.0937843326166779,-613.724329896953,28.797154749867,3.08810120966576
"5999",6041,310,"BY4742","YPD","MATalpha",9.625179249344,25,45.5413997459691,25.6838709677419,-1184.70395335413,0.0107567122773912,0.0666022844562756,-1139.16255360816,28.7799424494755,2.79837852256812
"6000",6042,165,"BY4742","YPD","MATalpha",9.63930807488803,27,-1.51180224961672,26.7333333333333,-606.360987532894,0.00424884712331162,0.104221667633074,-607.87278978251,29.8582860237758,3.09253016372709
"6001",6043,70,"BY4742","YPD","MATalpha",9.54887178576361,25.5,3.62003989464642,26.0857142857143,-260.358915505464,0.00606789092793431,0.0914389492400606,-256.738875610818,29.1810139005644,2.97177776031869
"6002",6044,210,"BY4742","YPD","MATalpha",8.65323459173051,25,18.5596694558774,25.2,-770.025774014771,0.00661144647485911,0.0933398190442633,-751.466104558894,28.1032514986677,3.12057398401216
"6003",6045,100,"BY4742","YPD","MATalpha",8.31366770487435,23,3.01670184138118,24.29,-357.358476434131,0.0050329926702543,0.111904312511685,-354.34177459275,27.0455973231762,3.18058342118077
"6004",6046,179,"BY4742","YPD","MATalpha",11.6057416650448,28,15.1280463204822,28.3631284916201,-702.81451510431,0.00811961866252732,0.0665347618001701,-687.686468783828,31.9635075419974,2.62397171147626
"6005",6047,55,"BY4742","YPD","MATalpha",9.48267958549756,23,5.22053042016844,24.4909090909091,-206.070135383781,0.00890624239323968,0.0806125004591502,-200.849604963612,27.4754281116407,2.74208575284407
"6006",6048,95,"BY4742","YPD","MATalpha",9.42418323056539,23,3.16210338183834,23.8421052631579,-349.622020405208,0.00729817693773574,0.0939471938662077,-346.45991702337,26.7869952789455,2.76144714489109
"6007",6049,40,"BY4742","YPD","MATalpha",9.89402176400814,25,3.11094127965524,25.575,-150.837051210991,0.00811148139307541,0.0799041460706054,-147.726109931335,28.6785151449264,2.7896174751351
"6008",6050,70,"BY4742","YPD","MATalpha",8.96480350388976,24,1.55951412851354,23.7428571428571,-253.857792547409,0.00629192940884219,0.102849843593067,-252.298278418895,26.5917988025069,2.90589643312264
"6009",6051,80,"BY4742","YPD","MATalpha",9.10543028964001,22,6.27180477592037,23.55,-294.728421218298,0.00826987683759638,0.089640356288515,-288.456616442378,26.4631897820549,2.79263647802617
"6010",6052,190,"BY4742","YPD","MATalpha",11.7959172902046,28,14.7041495334529,29.2157894736842,-749.287867770949,0.00770445950882738,0.0657978376265248,-734.583718237496,32.8728411292853,2.65548547993386
"6011",6053,80,"BY4742","YPD","MATalpha",9.10195416491718,22,3.75300747692677,22.2,-293.240363102574,0.0100340875897263,0.0872190514416409,-289.487355625647,24.9261195898625,2.61581278254294
"6012",6054,70,"BY4742","YPD","MATalpha",8.26882694006854,23.5,4.17721996765903,23.3428571428571,-250.904558916641,0.00648217594755759,0.105143484108514,-246.727338948982,26.0711058317249,3.07767025175768
"6013",6055,70,"BY4742","YPD","MATalpha",7.40035251804293,21,4.10285004590131,21.6,-242.925784318884,0.00608124615181894,0.121860121533797,-238.822934272983,24.1022135062735,3.19653497284994
"6014",6056,95,"BY4742","YPD","MATalpha",9.98169657509971,26,3.70044934761671,26.5368421052632,-354.730654616427,0.0053940032505771,0.0937738012232609,-351.030205268811,29.8135207546541,2.95415507711436
"6015",6057,75,"BY4742","YPD","MATalpha",10.2079636814853,24,8.5763962552445,27.0133333333333,-287.056937899434,0.00766118058608404,0.0756720347469957,-278.480541644189,30.3667415244752,2.83899713790809
"6016",6058,60,"BY4742","YPD","MATalpha",11.1596529115983,26.5,3.55054296395608,26.9333333333333,-231.722631414155,0.00814048257391777,0.0723587358676431,-228.172088450199,30.3363599299705,2.62742313587233
"6017",6059,165,"BY4742","YPD","MATalpha",10.4387241704141,24,17.4100303708981,25.8363636363636,-634.450686222774,0.0096623958094859,0.0694508717967012,-617.040655851876,29.0766927916615,2.62560544642611
"6018",6060,65,"BY4742","YPD","MATalpha",8.42078472498943,24,3.76433447600488,25.4769230769231,-233.411088830073,0.00422060394509554,0.112919334370071,-229.646754354068,28.4230012452677,3.34959626932166
"6019",6061,105,"BY4742","YPD","MATalpha",8.68130280056043,26,5.40621823572684,26.7809523809524,-379.454480095863,0.00367020802237934,0.111782982768794,-374.048261860137,29.8590229353751,3.45431113444153
"6020",6062,175,"BY4742","YPD","MATalpha",9.69416732532314,23,38.47300327046,25.0114285714286,-679.993439013237,0.0146962828093936,0.0533549642575952,-641.520435742777,28.077507064324,2.61617276169155
"6021",6063,205,"BY4742","YPD","MATalpha",12.9785313661741,25,27.5256148795025,26.7707317073171,-829.704771197582,0.0153576251790491,0.0421655585555105,-802.179156318079,30.2769743226442,2.17628472540839
"6022",6064,75,"BY4742","YPD","MATalpha",10.8477091034371,28,13.7088705868144,29.0533333333333,-297.284591690883,0.00962739589814313,0.0578023215957525,-283.575721104069,32.5888438528756,2.75151624652161
"6023",6065,120,"BY4742","YPD","MATalpha",9.81011597026967,24,5.79146171556204,25.2166666666667,-448.98495397751,0.0073356825992341,0.0861915469157606,-443.193492261948,28.292949805188,2.77392086149081
"6024",6066,65,"BY4742","YPD","MATalpha",10.0178446553369,23,8.12785780022799,25.9538461538462,-248.03097813503,0.00879596046593751,0.0738860031044094,-239.903120334802,29.1978567863057,2.76338607327978
"6025",6067,195,"BY4742","YPD","MATalpha",9.91253848638109,25,22.3302524264113,25.9333333333333,-748.382716638682,0.0103122933964634,0.0669659255392718,-726.052464212271,28.9844155658572,2.68824598134348
"6026",6068,45,"BY4742","YPD","MATalpha",11.0300324642141,23,5.19076383751505,26.4444444444444,-175.17612818168,0.0101337389993736,0.0642512274521888,-169.985364344165,29.8113485334706,2.56553313649224
"6027",6069,45,"BY4742","YPD","MATalpha",7.4740628952141,23,6.82469165463539,24.9555555555556,-161.427816487016,0.00574425669974452,0.103074071375366,-154.603124832381,27.6860926618811,3.45106317395773
"6028",6070,65,"BY4742","YPD","MATalpha",10.1999952865751,25,4.11053545546955,26.6615384615385,-245.853518866869,0.00652538127138971,0.0843797843563035,-241.7429834114,29.9427035177865,2.84761659773241
"6029",6071,105,"BY4742","YPD","MATalpha",9.57701575488058,24,-0.0398791809641352,24.2,-386.564331231012,0.0068408548851951,0.0951767560534403,-386.604210411976,27.1102579520848,2.73738289140183
"6030",6072,195,"BY4742","YPD","MATalpha",10.1734313155245,25,24.9114103793798,26.7025641025641,-748.928408389489,0.00866304420650634,0.0714549620596319,-724.016998010109,30.0270030232908,2.78906338897814
"6031",6073,105,"BY4742","YPD","MATalpha",9.05020591512851,27,18.5956874226881,28.5047619047619,-399.683856327944,0.00693104094196637,0.0759603145817722,-381.088168905256,31.7100840210062,3.20694785550541
"6032",6074,155,"BY4742","YPD","MATalpha",9.98332082003413,25,17.2777242556936,26.1225806451613,-591.159477776416,0.00871391979056538,0.0738403860894097,-573.881753520723,29.3300964165507,2.77817247387151
"6033",6075,85,"BY4742","YPD","MATalpha",10.0289915878371,23,11.2293035544178,26.3294117647059,-325.313170327981,0.00884504693507215,0.0721886197564517,-314.083866773563,29.6058304516158,2.79338945510589
"6034",6076,65,"BY4742","YPD","MATalpha",11.3675905707681,24,10.4800076400237,26.5230769230769,-257.079277656231,0.0126169792910534,0.0534490001912637,-246.599270016208,29.9567316741509,2.46515917238571
"6035",6077,120,"W303AR","YPD","MATa",6.61413476665577,22,4.60828849704905,22.1333333333333,-400.367102874091,0.00337499323405489,0.15157995410424,-395.758814377042,24.5117969994534,3.77606173151267
"6036",6078,120,"BY4741","YPD","MATa",9.13997897624904,21,6.39842339091518,22.9166666666667,-440.679279076556,0.00870855006742474,0.0903762607126248,-434.280855685641,25.7424424718985,2.69366038611664
"6037",6079,150,"BY4742","YPD","MATalpha",9.15718077420904,24.5,4.71062803219195,24.72,-547.808351533354,0.00588385116780415,0.100464728164918,-543.097723501162,27.7034858418213,2.99162293954201
"6038",6080,169,"BY4742","YPD","MATalpha",11.9766638172104,29,9.12015401511394,30.2307692307692,-665.919878075338,0.00632436517192878,0.0702261763714998,-656.799724060224,33.9798838159767,2.72227913285435
"6039",6081,260,"BY4742","YPD","MATalpha",8.54126064191542,24,19.1498848702611,24.4769230769231,-943.264185897398,0.00606999639095062,0.101175217350232,-924.114301027137,27.3693613397194,3.11577174543513
"6040",6082,194,"BY4742","YPD","MATalpha",12.9726788217465,18,-0.458218908867366,18.840206185567,-745.014269568649,0.0291885000948807,0.0368191542230458,-745.472488477516,20.808156285329,1.45729185141621
"6041",6083,30,"BY4742","YPD","MATalpha",9.10128196098403,22.5,1.18674692129871,23.1666666666667,-109.139781063502,0.00720300886394894,0.0990761330551125,-107.953034142204,26.0219924323889,2.81786480090797
"6042",6084,20,"BY4742","YPD","MATalpha",7.59501221370419,20,0.468334780424144,21,-68.4596983381805,0.00498459558069154,0.137067528521327,-67.9913635577564,23.5387578097502,3.19575617739537
"6043",6085,580,"BY4742","YPD","MATalpha",10.9274731237477,24,49.3793487363928,25.801724137931,-2240.10312590549,0.00983807984083926,0.0681833494595557,-2190.7237771691,29.1238055858686,2.53539109462207
"6044",6086,100,"BY4741","YPD","MATa",10.0515640272516,26,3.36839489301639,26.58,-375.377790289205,0.00618068486088015,0.0877557670020486,-372.009395396189,29.7743549818002,2.89253989523979
"6045",6087,120,"BY4741","YPD","MATa",10.0639099217533,25,9.99673316078076,26.1916666666667,-454.939376222894,0.00751908932964482,0.0801456711243315,-444.942643062113,29.4263358092446,2.8007545244962
"6046",6088,120,"BY4741","YPD","MATa",8.77093733512529,27,10.2625185720804,26.8583333333333,-440.532377826385,0.00498698185843278,0.0979144736265346,-430.269859254304,29.9079351363975,3.32169468567984
"6047",6089,90,"BY4742","YPD","MATalpha",15.0607964766761,37,3.80188418328095,37.6777777777778,-374.791917358938,0.00518444181998899,0.0556757482788571,-370.990033175657,42.2931677751631,2.68889155943456
"6048",6090,240,"BY4742","YPD","MATalpha",9.37926193222609,30,9.89415258962117,28.9875,-886.956407777201,0.00370391689114887,0.10013669255463,-877.06225518758,32.2179975376049,3.44119621417268
"6049",6091,480,"BY4742","YPD","MATalpha",10.7022319942623,30,16.6952502501258,29.5958333333333,-1834.61041761796,0.0048456220835989,0.0847272847963211,-1817.91516736783,33.0951533256022,3.02483934523276
"6050",6092,270,"BY4742","YPD","MATalpha",12.2003220863807,32.5,6.9819118459493,32.8518518518519,-1064.64038129211,0.00443878199992168,0.0753157773252311,-1057.65846944616,36.7835468098564,2.93979948980096
"6051",6093,240,"BY4742","YPD","MATalpha",10.9164444173401,32,4.25960756961501,31.3333333333333,-918.533149421498,0.00376817083164771,0.0878918356779241,-914.273541851883,34.9592024894949,3.17211449881277
"6052",6094,159,"BY4742","YPD","MATalpha",11.7532176847613,32,0.756331550912591,31.6100628930818,-616.24194228395,0.00393294249654208,0.0842336890267881,-615.485610733037,35.4288977781506,3.00164670114305
"6053",6095,160,"BY4742","YPD","MATalpha",13.5706861290275,30.5,12.357075918263,32.75,-651.474822633662,0.00689748344358428,0.0581643034369762,-639.117746715399,36.9416635309692,2.60259889715287
"6054",6096,150,"BY4742","YPD","MATalpha",9.4462070557707,27,7.33596239969449,27.4733333333333,-555.713152295497,0.00458335746042691,0.0975698546746831,-548.377189895802,30.6757842728058,3.2046027041288
"6055",6097,50,"BY4742","YPD","MATalpha",8.30008605807365,26,4.51845063078531,27.92,-180.873991331478,0.0035117651785142,0.108673232406727,-176.355540700693,30.9490164715464,3.67000593139813
"6056",6098,110,"BY4742","YPD","MATalpha",7.96860499426524,25,11.2900309651525,25.2636363636364,-396.042152844999,0.0053610495799852,0.104031432118319,-384.752121879847,28.0715502781151,3.38026109976325
"6057",6099,50,"BY4742","YPD","MATalpha",9.6727051278221,22.5,4.84846078253364,24.7,-188.016506522598,0.00899155180636656,0.0789935077419064,-183.168045740064,27.7517696439965,2.73804676725729
"6058",6100,55,"BY4742","YPD","MATalpha",7.48916164116799,26,6.54481804615179,26.6363636363636,-195.680618516411,0.00384996270855075,0.112697905698184,-189.135800470259,29.4245044694727,3.76458486383827
